year,avh,BCG,ccon,cda,cgdpe,cgdpo,ck,cor_exp,csh_c,csh_g,csh_i,csh_m,csh_r,csh_x,ctfp,cwtfp,delta,DTP3,emp,expend,hc,HepB3,Hib3,i_cig,i_outlier,i_xm,i_xr,labsh,MCV,PAB,pl_c,pl_con,pl_da,pl_g,pl_gdpo,pl_i,pl_k,pl_m,pl_x,Pol3,pop,rconna,rdana,rgdpe,rgdpna,rgdpo,rkna,rtfpna,rwtfpna,sani,statcap,water,xr,country
985,NA,76.0,26389.4296875,29033.142578125,29027.83203125,28634.1171875,10921.0673828125,0.517150796744731,0.566053748130798,0.355554223060608,0.092327393591404,-0.0876207649707794,-0.0120542319491506,0.0857396498322487,0.916364371776581,0.8984454870224,0.0375048406422138,63.0,3.01858901977539,NA,1.70722782611847,NA,NA,Benchmark,Regular,Benchmark,Market,0.657809615135193,78.0,44.0,0.264289729848354,0.238165184855461,0.260019987821579,0.196574069607374,0.263595223426819,0.478173607728276,0.468533486127853,0.357355535030365,0.401692599058151,63.0,8.862601,8190.236328125,9088.2919921875,30168.53515625,11885.515625,28209.712890625,62629.98828125,1.13871610164642,0.621513247489929,NA,NA,NA,1.0,ZWE
986,NA,94.0,26957.40234375,29886.640625,30472.546875,30118.439453125,11766.9326171875,NA,0.525651097297668,0.369395345449448,0.0972573310136795,-0.0800197720527649,0.0110613014549017,0.0766546651721001,0.965055704116821,0.925442934036255,0.0378615371882915,75.0,3.14919185638428,NA,1.72631478309631,NA,NA,Interpolated,Regular,Benchmark,Market,0.613769888877869,83.0,56.0,0.283996203118429,0.250482469797134,0.273153841495514,0.202792325456535,0.276365399360657,0.48179548779999,0.473266839981079,0.408810764551163,0.456198632717133,82.0,9.198874,8086.9892578125,9066.357421875,31386.482421875,12138.53125,29521.341796875,62501.4921875,1.13255107402802,0.603802919387817,NA,NA,NA,1.0,ZWE
987,NA,94.0,27570.9609375,30282.75390625,30629.87109375,29673.513671875,12631.6015625,NA,0.534029185771942,0.395114570856094,0.091387651860714,-0.0299435555934906,-0.0649801641702652,0.074392281472683,0.909364759922028,0.900066018104553,0.0379881709814072,84.0,3.28301000595093,NA,1.74512994289398,NA,NA,Interpolated,Regular,Benchmark,Market,0.594702064990997,88.0,55.0,0.308462660924868,0.277664005756378,0.294641822576523,0.236037173730818,0.304137915372849,0.467255882229534,0.482495903968811,0.461320132017136,0.497675120830536,86.0,9.535657,8104.87548828125,8884.208984375,31566.09375,12273.3349609375,29167.8125,62487.83984375,1.10846483707428,0.572728514671326,NA,NA,NA,1.0,ZWE
988,NA,89.0,32172.064453125,36107.046875,36108.109375,35165.3203125,13659.92578125,NA,0.471632212400436,0.443248271942139,0.111899472773075,-0.0244138035923243,-0.0628894791007042,0.060523334890604,1.00856280326843,1.01353418827057,0.0381740853190422,85.0,3.45929026603699,NA,1.76415002346039,NA,NA,Interpolated,Regular,Benchmark,Market,0.579475045204163,88.0,54.0,0.292278112529483,0.267997264862061,0.289728581905365,0.242161578318772,0.297496259212494,0.467401882092789,0.449850589036942,0.55127477645874,0.53164404630661,87.0,9.866776,9179.1064453125,10355.220703125,37194.31640625,13200.3671875,34544.3828125,62735.9609375,1.14150154590607,0.639176070690155,NA,NA,NA,1.0,ZWE
989,NA,90.0,36241.96875,39985.0390625,40773.38671875,39438.03515625,14775.408203125,NA,0.628583133220673,0.290376633405685,0.0949101448059082,-0.0289198067039251,-0.0512947961688042,0.0663446709513664,1.10857784748077,1.10775077342987,0.0387834645807743,87.0,3.63513612747192,NA,1.78337740898132,NA,NA,Interpolated,Regular,Benchmark,Market,0.551041305065155,87.0,54.0,0.265090276592243,0.256212830543518,0.271336823701859,0.236995677892575,0.280524134635925,0.417773565700022,0.402785927057266,0.567485392093658,0.546010732650757,88.0,10.184966,10362.2001953125,11269.638671875,41904.84765625,13888.90234375,38633.5625,62924.03125,1.15430545806885,0.668549418449402,NA,NA,NA,1.0,ZWE
990,NA,91.0,38779.8984375,43424.41015625,43494.51953125,44307.15625,16879.474609375,NA,0.622242748737335,0.25300857424736,0.104825295507908,-0.0760752111673355,0.0341197550296783,0.0618788525462151,1.11906635761261,1.08269381523132,0.0398631989955902,88.0,3.80832099914551,NA,1.80281448364258,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,57.0,0.246866325987916,0.252752393484116,0.269867718219757,0.267228386466392,0.264918059110641,0.412774338717602,0.366765558719635,0.549444139003754,0.536324918270111,89.0,10.484771,10784.591796875,11975.2177734375,44684.94140625,14858.7958984375,43367.98828125,63964.390625,1.19402313232422,0.686883687973022,39.9,NA,79.4,1.0,ZWE
991,NA,91.0,45451.453125,51587.16015625,50750.90625,52871.5625,18842.73046875,NA,0.651693642139435,0.207964196801186,0.116049267351627,-0.0693217590451241,0.0511718802154064,0.042442761361599,1.2279577255249,1.19310283660889,0.0419456213712692,87.0,3.97733092308044,NA,1.84017670154572,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,60.0,0.198781281057471,0.201666161417961,0.215800881385803,0.210706443334653,0.207145184278488,0.320506576430445,0.289085626602173,0.553888916969299,0.574497997760773,88.0,10.763036,12350.89453125,13794.2607421875,52277.5234375,15679.3681640625,51886.17578125,65699.1796875,1.20550143718719,0.757021605968475,39.9,NA,79.5,1.0,ZWE
992,NA,91.0,43954.265625,50075.21875,45389.6328125,48383.140625,21137.58203125,NA,0.578836798667908,0.329625606536865,0.12651002407074,-0.0909202769398689,0.0032580359838903,0.0526898168027401,1.00430464744568,1.03272712230682,0.0432038120925426,86.0,4.09558916091919,NA,1.87831318378448,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,86.0,65.0,0.192199013176831,0.187601119279861,0.198976561427116,0.179527033484356,0.186665713787079,0.28066304951867,0.256603330373764,0.503134071826935,0.490936875343323,86.0,11.019717,11659.6240234375,12891.4716796875,46741.5234375,14576.7451171875,47425.3125,66871.890625,1.08480143547058,0.68479859828949,39.8,NA,79.6,1.0,ZWE
993,NA,95.0,40954.4375,47197.8515625,47277.4453125,48996.73046875,24590.0625,NA,0.611315310001373,0.224545314908028,0.127425134181976,-0.0746204778552055,0.058493934571743,0.0528407394886017,0.934269428253174,0.887290298938751,0.0443744957447052,85.0,4.18910789489746,NA,1.91723990440369,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,86.0,68.0,0.17224917661489,0.16799820959568,0.185565620660782,0.156425147092023,0.179054155945778,0.300801060823805,0.215128794312477,0.497056990861893,0.509426712989807,85.0,11.256512,10701.228515625,11786.1494140625,48796.1328125,14884.3740234375,48196.55078125,68194.2578125,1.06665182113647,0.602885365486145,39.8,NA,79.6,1.0,ZWE
994,NA,95.0,41140.04296875,53062.76953125,52684.98046875,53814.64453125,29264.375,NA,0.515978455543518,0.248498305678368,0.221551731228828,-0.0774103850126266,0.02251211181283,0.0688697844743729,0.912369251251221,0.886575162410736,0.0456324890255928,87.0,4.42603015899658,NA,1.95697355270386,NA,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,69.0,0.187707395290611,0.175811529159546,0.175079122185707,0.151111115127351,0.171403899788857,0.172551935998131,0.169512346386909,0.538011789321899,0.53085595369339,87.0,11.476807,10322.3486328125,12935.041015625,54574.1015625,15747.806640625,53054.37109375,69533.1328125,1.06775522232056,0.626022815704346,39.7,NA,79.5,1.0,ZWE
995,NA,96.0,40227.4296875,51008.0703125,49868.89453125,52648.59375,36007.40234375,NA,0.544978976249695,0.219095125794411,0.204765990376472,-0.0922605395317078,0.0623504482209682,0.0610699765384197,0.799475848674774,0.765103340148926,0.0450577773153782,88.0,4.52557897567749,NA,1.99753057956696,1.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,87.0,42.0,0.181922017421264,0.185706868767738,0.191348284482956,0.195121324451077,0.181245625019073,0.212398932605535,0.163914814591408,0.547383368015289,0.574109852313995,88.0,11.683136,9797.12890625,11791.8076171875,51863.66015625,15773.384765625,52098.52734375,70849.6328125,1.03027963638306,0.549770355224609,39.6,NA,79.5,1.0,ZWE
996,NA,96.0,46141.296875,55930.16796875,56672.92578125,58614.38671875,44847.171875,0.644856186904187,0.618992269039154,0.168208569288254,0.167004555463791,-0.088492713868618,0.0724330022931099,0.06185432523489,0.790363013744354,0.744550466537476,0.0440274737775326,90.0,4.59625005722046,NA,2.01158380508423,9.0,NA,Benchmark,Regular,Benchmark,Market,0.555796027183533,88.0,75.0,0.185326930630279,0.200899198651314,0.205682396888733,0.25820374519833,0.198869660496712,0.228228699697074,0.194880127906799,0.542417466640472,0.585273027420044,90.0,11.877664,10719.4560546875,11994.0791015625,59206.39453125,17308.76171875,58316.11328125,70815.6171875,1.1180100440979,0.552990078926086,39.5,NA,79.5,1.0,ZWE
997,NA,92.0,41164.32421875,50669.10546875,48378.625,50173.41015625,28029.650390625,NA,0.681396305561066,0.139044687151909,0.18943864107132,-0.118341609835625,0.0330780148506165,0.0753839686512947,0.800271928310394,0.79814076423645,0.0431943871080875,86.0,4.64056396484375,NA,2.02573585510254,16.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,84.0,78.0,0.226219544855583,0.249662473797798,0.247883290052414,0.364545884786554,0.239016100764275,0.240177767056379,0.444253623485565,0.520794808864594,0.562577664852142,86.0,12.059858,11319.5830078125,12732.505859375,50638.125,17555.5546875,49910.55078125,70768.828125,1.11970639228821,0.579661130905151,39.5,NA,79.5,1.0,ZWE
998,NA,88.0,32939.31640625,43021.09375,43057.0546875,43260.0703125,20903.1796875,NA,0.61794513463974,0.143480256199837,0.233050405979156,-0.0683759823441505,0.00605275668203831,0.0678474456071854,0.742766141891479,0.725165843963623,0.0425416640937328,84.0,4.67987298965454,NA,2.03998756408691,24.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,79.0,74.0,0.182000368233613,0.198780953884125,0.195122197270393,0.271052133113906,0.194206476211548,0.18316819019936,0.236045345664024,0.549946427345276,0.539295732975006,84.0,12.226742,10741.4150390625,12627.7177734375,45291.72265625,17641.96875,43066.40234375,71725.859375,1.10494530200958,0.564532935619354,39.4,NA,79.4,1.0,ZWE
999,NA,86.0,29762.88671875,37732.921875,39261.984375,39953.9296875,16720.1328125,NA,0.617206931114197,0.127723231911659,0.199480682611465,-0.102513037621975,0.0688632503151894,0.0892389193177223,0.72965681552887,0.669707536697388,0.0426118671894073,81.0,4.71566772460937,NA,2.05433940887451,31.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,77.0,75.0,0.20697924725214,0.21922379732132,0.203385263681412,0.278394084675503,0.199862912297249,0.144238654967805,0.252137869596481,0.519102692604065,0.529312133789062,81.0,12.374019,11040.6962890625,12570.1142578125,41249.87890625,17007.35546875,39698.96875,72192.0,1.05144572257996,0.554702281951904,39.3,65.0,79.4,1.0,ZWE
000,NA,84.0,22026.150390625,34336.35546875,35127.45703125,32954.578125,14391.0263671875,NA,0.512065172195435,0.156313851475716,0.373550623655319,-0.0587728731334209,-0.0995893552899361,0.116432555019855,0.598303556442261,0.599010944366455,0.0442035049200058,78.0,4.96110200881958,140.08930363,2.06879234313965,79.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,75.0,76.0,0.268006136516235,0.288486987352371,0.214890390634537,0.355579713968609,0.22905932366848,0.0832070078011991,0.821989297866821,0.517961442470551,0.501686096191406,78.0,12.499981,9392.2900390625,11816.546875,36716.03125,15618.076171875,32574.720703125,74772.3984375,0.920926749706268,0.497346252202988,39.2,NA,79.4,1.0,ZWE
001,NA,82.0,23887.10546875,32470.447265625,33139.85546875,34465.8125,12745.2197265625,NA,0.573695719242096,0.119370929896832,0.24903929233551,-0.101497948169708,0.0879888534545898,0.0714031830430031,0.63545823097229,0.573272407054901,0.0448403656482697,75.0,5.16992712020874,126.6123552,2.10517907142639,76.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,73.0,77.0,0.265433835162486,0.275234013795853,0.226176887750626,0.322333659147065,0.217475488781929,0.0896527693502251,0.947799205780029,0.490228027105331,0.490379005670547,76.0,12.603988,11130.123046875,13224.4072265625,34432.7734375,15587.8486328125,33891.63671875,77307.0859375,0.883078455924988,0.534761369228363,39.2,NA,79.4,1.0,ZWE
002,NA,80.0,23885.1015625,27298.2109375,26467.71875,26639.4453125,11647.671875,NA,0.757746458053589,0.138860061764717,0.128122419118881,-0.189730435609818,-0.0117795811966062,0.176781013607979,0.506515443325043,0.493570506572723,0.0449134558439255,71.0,5.27431392669678,123.39230579,2.1422061920166,73.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,70.0,78.0,0.282589631902573,0.292188376188278,0.268681257963181,0.344567739156022,0.266949266195297,0.104177412046706,0.721402168273926,0.488045364618301,0.494201213121414,73.0,12.691431,12245.6064453125,13544.9736328125,27435.931640625,14662.0595703125,26104.4140625,80803.359375,0.802180171012878,0.528963625431061,39.1,NA,79.4,1.0,ZWE
003,NA,78.0,20046.1484375,23814.142578125,22538.919921875,22011.7734375,10786.4326171875,NA,0.746095299720764,0.164605900645256,0.171180829405785,-0.129119262099266,-0.104325883090496,0.151563122868538,0.411262512207031,0.42219477891922,0.0441333316266537,68.0,5.73493576049805,103.52133784,2.17988419532776,70.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,68.0,78.0,0.325583900531539,0.326665729284286,0.297504961490631,0.331569274653717,0.304629653692245,0.142366254178739,1.13787877559662,0.53640478849411,0.552940547466278,70.0,12.774162,11232.1611328125,12623.7353515625,23336.74609375,13568.0029296875,21671.7265625,83483.0625,0.696618020534515,0.462633818387985,38.9,NA,79.2,1.0,ZWE
004,NA,76.0,17770.98828125,21965.169921875,20509.02734375,20631.408203125,9880.0771484375,NA,0.690030217170715,0.171325847506523,0.20329113304615,-0.199323162436485,-0.0277403779327869,0.162416368722916,0.378334522247314,0.379878044128418,0.0434168688952923,65.0,6.21021413803101,108.8578958,2.21822500228882,68.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,66.0,79.0,0.36791600295496,0.370599240064621,0.31301286816597,0.381406236658248,0.311156153678894,0.0690162359810611,0.947811841964722,0.535896301269531,0.574794352054596,67.0,12.867828,10781.2119140625,12277.14453125,21205.892578125,13073.783203125,20304.771484375,82708.421875,0.638417840003967,0.427929073572159,38.8,62.2222222222222,79.0,1.0,ZWE
005,NA,80.0,15567.6171875,18628.091796875,17098.3984375,17239.625,9165.05078125,0.286234521669572,0.695518136024475,0.207495540380478,0.177525579929352,-0.238730803132057,0.0195931848138571,0.138598293066025,0.346338540315628,0.346919685602188,0.0422651879489422,68.0,5.8257098197937,94.7600812,2.25724029541016,65.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,67.0,77.0,0.478560872995523,0.42940154671669,0.363948702812195,0.264621137443437,0.36096727848053,0.0310118020314001,0.539126813411713,0.503509700298309,0.583247900009155,69.0,12.984418,9897.064453125,11218.58984375,17323.6328125,12542.587890625,16873.6796875,81176.078125,0.634503543376923,0.405094057321548,38.6,66.6666666666667,78.8,1.0,ZWE
006,NA,84.0,14134.1005859375,16880.767578125,15220.4716796875,13523.64453125,10966.88671875,NA,0.795323669910431,0.249816253781319,0.203101098537445,-0.334499657154083,-0.74019330739975,0.8264519572258,0.245103895664215,0.285695672035217,0.0399208553135395,70.0,6.15368604660034,74.25489059,2.27985548973083,68.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,68.0,78.0,0.586891115953994,0.472003728151321,0.400883108377457,0.106244276703565,0.451182335615158,0.0349028312952624,0.512641251087189,0.569573998451233,0.575070381164551,71.0,13.127942,9629.9521484375,10914.341796875,15476.6630859375,12088.04296875,13271.638671875,79677.3984375,0.594999551773071,0.383467763662338,38.4,61.1111111111111,78.6,1.0,ZWE
007,NA,87.0,15174.1298828125,17524.314453125,16136.248046875,15824.7646484375,13219.08203125,NA,0.79118800163269,0.16769702732563,0.148513063788414,-0.357890099287033,-0.0638924166560173,0.314384400844574,0.263850778341293,0.275692194700241,0.0382729582488537,73.0,6.23928880691528,63.30629908,2.30269718170166,72.0,NA,Interpolated,Regular,Benchmark,Market,0.555796027183533,69.0,78.0,0.472815044690864,0.4028599858284,0.373268932104111,0.0728148215778137,0.380616098642349,0.182212016546604,0.842886209487915,0.607686996459961,0.66498988866806,73.0,13.297798,11792.7939453125,13199.376953125,16388.939453125,11693.091796875,15672.380859375,78661.609375,0.572430431842804,0.461229920387268,38.2,54.4444444444444,78.4,1.0,ZWE
008,NA,91.0,13368.7724609375,15237.7822265625,12037.3095703125,12693.3056640625,16397.8828125,NA,0.848323285579681,0.20489114522934,0.147243738174438,-0.32656529545784,-0.0587971992790699,0.184904336929321,0.191436633467674,0.218358412384987,0.0369423292577267,75.0,6.26482677459717,57.99994883,2.325767993927,75.0,75.0,Interpolated,Regular,Benchmark,Market,0.555796027183533,70.0,76.0,0.609376950958466,0.499243855476379,0.456500679254532,0.0432530312900609,0.432908564805984,0.150764589884528,0.466491609811783,0.68315601348877,0.721710562705994,75.0,13.495462,10747.259765625,11981.0146484375,12086.744140625,11138.662109375,12605.5234375,77488.3125,0.546489953994751,0.419578701257706,38.1,46.6666666666667,78.2,1.0,ZWE
009,NA,90.0,27873.310546875,30646.7109375,20635.09765625,21354.1015625,21759.51171875,NA,1.22446072101593,0.080830030143261,0.129876717925072,-0.257411926984787,-0.3309665620327,0.153211057186127,0.292117267847061,0.407155305147171,0.0370330885052681,73.0,6.28592586517334,76.94191982,2.34906959533691,73.0,73.0,Interpolated,Regular,Benchmark,Market,0.555796027183533,76.0,76.0,0.390487487235533,0.390430957078934,0.395301222801208,0.389574432555311,0.381991237401962,0.444248857227431,1.34984374046326,0.641605973243713,0.693495213985443,69.0,13.720997,25547.43359375,27717.494140625,20834.708984375,17324.38671875,21060.12109375,77153.796875,0.854177355766296,0.975472033023834,37.9,45.5555555555556,78.0,1.0,ZWE
010,NA,99.0,21862.8359375,26023.046875,20537.29296875,21236.767578125,34274.31640625,NA,0.902229368686676,0.127250999212265,0.195896610617638,-0.454496711492538,0.0144622251391411,0.214657470583916,0.234834089875221,0.277433753013611,0.0373084470629692,89.0,6.29843807220459,73.12211924,2.37260484695435,90.0,90.0,Interpolated,Regular,Benchmark,Market,0.555796027183533,90.0,76.0,0.447170414615908,0.44273853302002,0.458782941102982,0.411315905998613,0.443672031164169,0.543099868803665,1.01514494419098,0.606324255466461,0.701796531677246,89.0,13.973897,20977.236328125,25035.107421875,20652.71875,19295.1875,21053.85546875,78953.296875,0.932604074478149,0.863710999488831,37.7,45.5555555555556,77.9,1.0,ZWE
011,NA,98.0,26202.080078125,30250.1953125,20720.435546875,21592.298828125,80397.875,0.249951824858698,1.02363169193268,0.189860239624977,0.187479555606842,-0.625170469284058,0.00438975961878896,0.219809234142303,0.158959701657295,0.213668957352638,0.0370631329715252,93.0,6.51884078979492,96.0883384,2.41582274436951,94.0,94.0,Benchmark,Regular,Benchmark,Market,0.555796027183533,92.0,66.0,0.531028518196619,0.516825795173645,0.528767824172974,0.440251645438799,0.507417023181915,0.606064845238326,0.47033280134201,0.637035012245178,0.739988923072815,93.0,14.255592,26202.080078125,30250.1953125,20720.435546875,21592.298828125,21592.298828125,80397.875,1.0,1.0,37.5,48.8888888888889,77.7,1.0,ZWE
012,NA,98.0,30321.82421875,32171.1796875,23693.30078125,24165.888671875,80778.59375,NA,1.07609331607819,0.178643256425858,0.0765275210142136,-0.47989696264267,-0.0769982039928436,0.225631102919579,0.178738161921501,0.22870098054409,0.0361782684922218,95.0,6.24827098846436,112.21779688,2.45982789993286,97.0,97.0,Extrapolated,Regular,Benchmark,Market,0.555796027183533,97.0,66.0,0.474046639074418,0.471806883811951,0.523046553134918,0.458315170221579,0.512817859649658,1.3631667487074,0.608319640159607,0.634858310222626,0.712035775184631,95.0,14.565482,30338.400390625,30155.763671875,23708.654296875,23873.734375,24360.52734375,80852.8125,1.11847841739655,1.00843584537506,37.3,53.0,77.5,1.0,ZWE
013,NA,95.0,32283.35546875,35336.44140625,26951.515625,28006.837890625,82862.609375,NA,0.990444004535675,0.162251502275467,0.109012141823769,-0.436145424842834,-5.42349744137027e-06,0.17444321513176,0.20311775803566,0.247530087828636,0.0358330048620701,95.0,6.28705596923828,119.73333888,2.50463485717773,95.0,95.0,Extrapolated,Regular,Benchmark,Market,0.555796027183533,93.0,66.0,0.498060611097328,0.493411362171173,0.500535786151886,0.465030701740221,0.481675207614899,0.575869922879628,0.414525777101517,0.630711734294891,0.717883944511414,95.0,14.898092,32289.513671875,34107.375,27011.98828125,24944.15234375,28157.88671875,82129.640625,1.14318382740021,1.11574840545654,37.2,54.4444444444444,77.3,1.0,ZWE
014,NA,99.0,32038.916015625,35454.80859375,28469.74609375,29001.224609375,86134.53125,NA,0.851333975791931,0.253409594297409,0.117784395813942,-0.349806398153305,-0.0200678445398808,0.147346302866936,0.199433520436287,0.234946772456169,0.0356175974011421,91.0,6.4999737739563,114.60850655,2.55025768280029,91.0,91.0,Extrapolated,Regular,Benchmark,Market,0.555796027183533,92.0,75.0,0.528012625833537,0.513489663600922,0.517017900943756,0.464699472821076,0.507542908191681,0.550110168452036,0.386038571596146,0.628868877887726,0.71696263551712,92.0,15.245855,31714.625,33969.08203125,28495.5546875,25729.421875,29149.708984375,83921.765625,1.13294184207916,1.06765782833099,37.0,57.7777777777778,77.1,1.0,ZWE
015,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,87,87,NA,NA,NA,NA,NA,86,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,NA,76.9,NA,ZWE
016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ZWE
