1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Statistic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,93.0,97.0,98.0,99.0,99.0,98.0,99.0,99.0,99.0,99.0,97.0,99.0,96.0,98.0,98.0,90.0,71.0,52.0,50.0,76.0,76.0,76.0,,DTP3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,48.0,77.0,98.0,97.0,96.0,92.0,84.0,66.0,48.0,21.0,46.0,46.0,46.0,,HepB3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,46.0,81.0,66.0,51.0,26.0,83.0,83.0,83.0,,Hib3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,94.0,96.0,97.0,92.0,97.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,96.0,98.0,97.0,94.0,75.0,56.0,67.0,79.0,79.0,79.0,,MCV
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.7993997,236.93228369999997,235.6557779,227.18811019999998,207.2932007,214.9342722,245.11924469999997,291.93034710000006,364.31487480000004,403.10091939999995,417.3969548,463.2183297,512.9321911999999,561.206273,568.8262882,602.9875096,581.3360339,636.3530089,665.1487563,584.2359972999999,,expend
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,94.5,94.5,94.5,94.5,94.6,94.7,94.7,94.8,94.9,95.0,95.1,95.2,95.3,95.4,95.5,95.6,95.7,95.8,95.8,95.9,95.9,sani
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,97.5,97.5,97.5,97.5,97.6,97.6,97.5,97.4,97.4,97.3,97.2,97.1,97.0,96.9,96.8,96.7,96.6,96.5,96.4,96.3,96.2,water
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558886.3125,521896.4375,479578.3125,387023.5625,321554.03125,278551.875,252494.078125,232486.953125,222662.875,220065.796875,223742.53125,234813.640625,246143.875,269261.125,308570.90625,335100.875,368526.8125,417854.75,447101.625,384854.21875,414248.25,456093.75,474170.0,487013.59375,465087.375,,rgdpe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556332.625,516134.65625,472826.3125,378029.3125,308552.1875,270231.1875,259987.96875,235471.21875,224278.28125,217072.859375,216387.90625,229865.703125,239436.1875,265515.0625,292413.3125,338513.1875,375902.34375,427316.28125,460725.21875,388490.03125,422732.5,469924.625,487403.0625,498015.875,462787.625,,rgdpo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.370008999999996,51.36072,51.31408,51.216988,51.052752,50.811673,50.489565999999996,50.096497,49.655175,49.196895,48.746269,48.310815999999996,47.890647,47.493770999999995,47.127109999999995,46.795313,46.502717999999994,46.249196,46.028476,45.830711,45.647497,45.477689999999996,45.319949,45.165211,45.002497,,pop
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.294883728027344,24.81733512878418,24.243284225463867,23.636917114257812,22.76479148864746,23.920827865600586,23.9615535736084,23.627361297607422,22.868183135986328,19.931163787841797,20.068099975585938,19.890058517456055,20.02143669128418,20.089696884155273,20.218917846679688,20.60742950439453,20.677799224853516,20.881519317626953,20.987585067749023,20.248783111572266,19.277856826782227,19.376956939697266,19.461179733276367,19.5704402923584,18.36319351196289,,emp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.765498161315918,2.7998762130737305,2.834681749343872,2.869920015335083,2.9055960178375244,2.941715717315674,2.96716570854187,2.9928359985351562,3.018728256225586,3.044844627380371,3.0711867809295654,3.0913338661193848,3.1116127967834473,3.1320250034332275,3.152570962905884,3.1732516288757324,3.181306838989258,3.189382791519165,3.197478771209717,3.2055957317352295,3.213732957839966,3.2219724655151367,3.2302608489990234,3.238597869873047,3.2469842433929443,,hc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350962.0625,335801.0,322141.65625,273979.84375,245983.921875,233273.3125,214564.75,199018.65625,188874.265625,175479.96875,175253.25,188919.234375,193126.65625,211896.59375,232368.890625,276784.4375,311033.28125,356501.0,398493.40625,351731.8125,385002.84375,438373.0,469163.0625,490740.46875,462123.96875,,ccon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532176.5,480875.03125,442950.03125,365614.1875,310531.34375,266907.53125,238806.9375,223478.453125,213446.96875,196165.609375,201921.921875,221062.78125,225783.109375,252554.65625,275561.875,326566.8125,370415.59375,431245.625,475588.125,385431.125,423084.59375,483426.34375,510904.25,525827.5,483576.28125,,cda
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524917.875,490530.28125,451820.4375,363986.40625,301013.90625,259092.140625,232922.25,216975.96875,208533.71875,207400.1875,212233.0625,224137.609375,235787.0625,259020.0,297621.4375,329239.90625,360523.53125,408892.53125,441782.25,379292.25,411494.21875,456093.75,473686.15625,485946.34375,464594.28125,,cgdpe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529948.0625,489141.5,454106.4375,361382.40625,293413.25,254895.265625,242814.515625,223012.15625,214506.359375,209268.890625,210142.59375,223656.171875,233392.984375,259488.828125,285851.5625,332517.75,370275.5,421405.8125,454899.28125,386976.3125,422222.375,469924.625,487002.3125,497522.09375,461576.15625,,cgdpo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788337.875,1834007.5,1859874.375,1888822.75,1893072.25,1892863.375,1861046.5,1820819.625,1794541.0,1768595.5,1744213.0,1720135.125,1692744.375,1684748.5,1714079.875,1764982.25,1794537.375,1793005.0,1769324.625,1684625.25,1616826.125,1577901.25,1590333.5,1578720.125,1586455.75,,ck
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4860541820526123,0.4500965476036072,0.41844236850738525,0.3478095829486847,0.2771655023097992,0.22457806766033173,0.21100854873657227,0.1931934952735901,0.18555457890033722,0.19330930709838867,0.1903216540813446,0.20528601109981537,0.21381326019763947,0.23617197573184967,0.25507062673568726,0.2925103008747101,0.3260773718357086,0.370434045791626,0.4022698700428009,0.35970279574394226,0.40049612522125244,0.44344380497932434,0.45362961292266846,0.46433141827583313,0.4434546232223511,,ctfp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48183339834213257,0.44063445925712585,0.4055309593677521,0.3469253480434418,0.2890816032886505,0.2322891801595688,0.2048792541027069,0.19119293987751007,0.18126438558101654,0.1761069893836975,0.17572452127933502,0.19429799914360046,0.19669154286384583,0.21811169385910034,0.2319004386663437,0.26630905270576477,0.30460700392723083,0.3576821982860565,0.3996051549911499,0.34794172644615173,0.38691246509552,0.4376891553401947,0.45740020275115967,0.4740022122859955,0.44769608974456787,,cwtfp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678270.25,619269.75,557675.3125,478363.1875,368655.125,323861.375,291333.96875,282628.15625,277133.90625,276688.21875,292987.1875,318864.4375,335890.6875,367856.09375,411246.0,423876.3125,455969.78125,493431.5625,504501.65625,428137.90625,445657.34375,469924.625,470640.40625,470854.25,438694.15625,,rgdpna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362577.5625,341161.71875,320217.4375,255453.3125,230535.578125,222184.28125,203420.53125,199209.53125,199036.796875,191640.28125,195369.1875,212707.859375,221117.140625,241956.21875,263878.6875,304115.1875,341234.03125,387404.15625,425006.46875,370704.15625,394104.84375,438373.0,470230.71875,493541.875,462749.03125,,rconna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648456.5,581966.1875,524977.75,410484.09375,343462.9375,277260.0625,241380.25,237582.34375,237627.265625,222291.265625,235722.359375,260702.28125,267704.4375,300957.3125,325557.84375,374117.125,425060.9375,494734.46875,532126.875,401109.25,430915.03125,483426.34375,505719.40625,513441.25,452964.34375,,rdana
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710034.5,1758902.5,1799658.125,1809422.875,1791284.5,1763097.75,1730635.75,1701194.0,1674413.25,1649257.875,1628146.0,1608953.0,1590866.125,1579825.875,1575728.5,1575993.625,1582580.0,1601706.75,1619056.375,1601804.625,1587083.25,1577901.25,1575219.625,1570594.125,1553134.875,,rkna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2858549356460571,1.1701602935791016,1.0530364513397217,0.9023258686065674,0.7045140266418457,0.6010913848876953,0.5426588654518127,0.5300812125205994,0.5285757184028625,0.5697575807571411,0.6017725467681885,0.6641435623168945,0.701911211013794,0.7723530530929565,0.8579264879226685,0.8727163672447205,0.9342753887176514,1.0008569955825806,1.0175449848175049,0.893202543258667,0.9552682042121887,1.0,0.9989252090454102,0.994539737701416,0.9617050290107727,,rtfpna
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1950000524520874,1.06895911693573,0.9636088013648987,0.7526618242263794,0.6380388736724854,0.5002263188362122,0.43705427646636963,0.4331507086753845,0.44056668877601624,0.44495871663093567,0.47063302993774414,0.527835488319397,0.5437980890274048,0.6142436265945435,0.6601983308792114,0.7487545013427734,0.8466188907623291,0.9754728078842163,1.0432876348495483,0.8134424090385437,0.897870659828186,1.0,1.0434011220932007,1.0542031526565552,0.9652547240257263,,rwtfpna
,,,,,,,,,,,,,,,,,,,,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.523140013217926,0.6229615211486816,0.6004617810249329,0.5300548076629639,0.41855958104133606,0.475399374961853,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,0.5583688616752625,,labsh
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03957692161202431,0.03750517591834068,0.03579654172062874,0.034239187836647034,0.03272028639912605,0.03180553764104843,0.030937884002923965,0.030315576121211052,0.02988607995212078,0.029665745794773102,0.029913410544395447,0.030095379799604416,0.030315440148115158,0.03076169081032276,0.031251341104507446,0.03144892677664757,0.03164282068610191,0.031932372599840164,0.03199218213558197,0.03162224218249321,0.031312428414821625,0.030805673450231552,0.02973797917366028,0.03105500154197216,0.030605029314756393,,delta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8485251668884883e-05,3.5110477763268774e-05,0.0006406163402669126,0.021491354454814225,0.22168388878810213,1.1206815539338024,1.8294685583333332,1.8616583333333332,2.4495416666666663,4.130441666666666,5.4402333333333335,5.372158333333334,5.326625,5.3326883333333335,5.319180666666666,5.124729,5.05,5.05,5.267221416666667,7.79124033333333,7.93563941666667,7.96756283333333,7.99102933333333,7.993,11.8866594166667,,xr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19682173430919647,0.18825435638427734,0.1602015197277069,0.16688355803489685,0.15471011400222778,0.16459552943706512,0.17152708768844604,0.21257451176643372,0.18703877925872803,0.14363735914230347,0.13917392492294312,0.15983185172080994,0.17199157178401947,0.18546636402606964,0.20680703222751617,0.24723125994205475,0.2813044488430023,0.3241077959537506,0.3788684010505676,0.2921898365020752,0.3097199499607086,0.330456018447876,0.3434273302555084,0.35628199577331543,0.256643682718277,,pl_con
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17837569117546082,0.18007296323776245,0.18007047474384308,0.1962970495223999,0.1868199110031128,0.19444267451763153,0.19811785221099854,0.2393719106912613,0.20799711346626282,0.1576930284500122,0.15254496037960052,0.17537954449653625,0.18642312288284302,0.20079666376113892,0.22585022449493408,0.27104508876800537,0.31033968925476074,0.36374804377555847,0.42579886317253113,0.320470929145813,0.343161940574646,0.3712698221206665,0.38546988368034363,0.39201614260673523,0.2837004065513611,,pl_da
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17668259143829346,0.18058423697948456,0.17916399240493774,0.1977115124464035,0.1916593462228775,0.1976441890001297,0.1900465339422226,0.23289291560649872,0.20220571756362915,0.1562848836183548,0.1540624350309372,0.17575708031654358,0.18833540380001068,0.2004338651895523,0.2351495623588562,0.2683732211589813,0.30216625332832336,0.35294684767723083,0.4135209321975708,0.3141074478626251,0.3344426155090332,0.36034253239631653,0.37492990493774414,0.38289520144462585,0.2855554223060608,,pl_gdpo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extrapolated,Extrapolated,Extrapolated,Extrapolated,Extrapolated,Extrapolated,Benchmark,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Benchmark,Interpolated,Interpolated,Interpolated,Interpolated,Interpolated,Benchmark,Extrapolated,Extrapolated,Extrapolated,,i_cig
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extrapolated,Extrapolated,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,Benchmark,,i_xm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estimated,Estimated,Estimated,Estimated,Estimated,Estimated,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,Market,,i_xr
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,,i_outlier
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6068919833566926,,,,,,,,,0.6002935649624677,,,,,,0.6114712341084773,,,,,cor_exp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22222222222223,,,,,80.55555555555556,83.8888888888889,86.1111111111111,84.44444444444444,84.44444444444444,87.77777777777777,87.77777777777777,88.88888888888887,89.0,91.1111111111111,91.1111111111111,,statcap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409356027841568,0.404173344373703,0.3951394855976105,0.36599284410476685,0.41124191880226135,0.46884313225746155,0.44932636618614197,0.4851909577846527,0.5179795026779175,0.5295388698577881,0.5482935905456543,0.5714725852012634,0.600296676158905,0.608180582523346,0.6289790868759155,0.6719063520431519,0.675813615322113,0.6795973181724548,0.6974329948425293,0.6755661964416504,0.6531057953834534,0.6691011786460876,0.6989930272102356,0.7290230989456177,0.7315923571586609,,csh_c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3419475555419922,0.29658907651901245,0.26603537797927856,0.25356611609458923,0.21998806297779083,0.13195310533046722,0.09983830899000168,0.1096791923046112,0.11455469578504562,0.0988471508026123,0.12690752744674683,0.14371854066848755,0.1399204283952713,0.15668520331382751,0.15110284090042114,0.1497134566307068,0.16037330031394958,0.17736971378326416,0.16947641968727112,0.08708368241786957,0.09019356220960617,0.09587354958057404,0.08571047335863113,0.07052353024482727,0.046476203948259354,,csh_i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25290146470069885,0.28233757615089417,0.31425729393959045,0.39215096831321716,0.4271112382411957,0.44633007049560547,0.43433067202568054,0.407220721244812,0.36252710223197937,0.3089993894100189,0.2856794595718384,0.2732134461402893,0.22717739641666412,0.2084117978811264,0.1839214265346527,0.16048361361026764,0.16419140994548798,0.16638292372226715,0.17857059836387634,0.23335722088813782,0.25874271988868713,0.26375696063041687,0.2643762528896332,0.2573460638523102,0.2695944309234619,,csh_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0650697872042656,0.04809727147221565,0.0384976752102375,0.04485765099525452,0.05068161338567734,0.0595422126352787,0.10063981264829636,0.11341391503810883,0.11216599494218826,0.11098074167966843,0.14368940889835358,0.15305960178375244,0.16030138731002808,0.168934166431427,0.19673147797584534,0.17334669828414917,0.16665665805339813,0.17371231317520142,0.19625867903232574,0.14867199957370758,0.17149397730827332,0.19467607140541077,0.19242043793201447,0.1745547354221344,0.16024422645568848,,csh_x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06400761008262634,-0.04689974710345268,-0.029972923919558525,-0.03385497257113457,-0.031307853758335114,-0.04642309248447418,-0.1282726675271988,-0.1415141522884369,-0.13066552579402924,-0.11062338203191757,-0.13411033153533936,-0.14272604882717133,-0.14847588539123535,-0.16628023982048035,-0.18026553094387054,-0.18479326367378235,-0.19906894862651825,-0.2184111624956131,-0.2635428309440613,-0.17552967369556427,-0.2112778127193451,-0.24742388725280762,-0.25034892559051514,-0.22111406922340393,-0.17060165107250214,,csh_m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005267284344881773,0.015702437609434128,0.01604309305548668,-0.02271261252462864,-0.07771503925323486,-0.06024544686079025,0.04413750395178795,0.026009319350123405,0.023438209667801857,0.06225723400712013,0.029540395364165306,0.0012619124026969075,0.020779982209205627,0.024068519473075867,0.019530683755874634,0.02934315800666809,0.03203396126627922,0.021348873153328896,0.021804122254252434,0.030850598588585854,0.037741728127002716,0.024016106501221657,0.008848759345710278,-0.010333416983485222,-0.03730561584234238,,csh_r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24998011797422393,0.24506265143420275,0.21108858260508548,0.26270572689391236,0.2286609091722794,0.23510694666859425,0.24887185276372584,0.28065128248231935,0.23704625633497695,0.17120331149334522,0.1614012844719844,0.17810662487214915,0.18158965666837615,0.18891046067645836,0.2041322742207613,0.23627498878341735,0.27074189658262,0.31499311254933066,0.3752345802401535,0.30273030628634556,0.3317133134899265,0.3654428752857345,0.37172877424012785,0.3827947470954586,0.27864546998906436,,pl_c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1426508299043754,0.16113554785987583,0.23305205988228694,0.28424123503751036,0.3091872404313236,0.40145024936952495,0.4334695777287027,0.45741075110843465,0.36909003520234246,0.2769297918657509,0.24041272586405651,0.2667590424728749,0.27176986132603875,0.2806932359813374,0.3282985049413401,0.4034474335757549,0.4624206624465605,0.5528156360446624,0.6683767430039647,0.615650863419063,0.6812574231192422,0.768391737873596,0.8580200797691344,0.8918079905995605,0.8665538223983382,,pl_i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11077751726459616,0.10693186658628323,0.09621736211656302,0.07745313530097318,0.08350696761771781,0.09052750030134961,0.09151191249064537,0.13146312155876383,0.11558799120490705,0.09639700743023871,0.09651378977909358,0.12160705348132396,0.14662943498871447,0.1754158844396719,0.21595425124722598,0.29310254344854625,0.32478006940910165,0.3613370309164223,0.3930608759520841,0.26167534525377995,0.254205420529782,0.24170097975115196,0.2686002468097907,0.2811752745474652,0.19693791988287915,,pl_g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26947957277297974,0.35241392254829407,0.40089383721351624,0.46105456352233887,0.4967004656791687,0.5384848117828369,0.5892849564552307,0.5621181130409241,0.5252386927604675,0.4986722469329834,0.48260998725891113,0.47512194514274597,0.47917333245277405,0.5262014865875244,0.580875813961029,0.5938144326210022,0.6217518448829651,0.6733895540237427,0.7499312162399292,0.6899685859680176,0.7102786898612976,0.7476029992103577,0.7330602407455444,0.7291218042373657,0.7289037108421326,,pl_x
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2975822389125824,0.3460841178894043,0.49345770478248596,0.5043705105781555,0.5218704342842102,0.5625922083854675,0.5651645660400391,0.5426235198974609,0.5236073732376099,0.5117104649543762,0.49520450830459595,0.4941820502281189,0.48987796902656555,0.5335243940353394,0.5627254843711853,0.5878557562828064,0.610791027545929,0.6584176421165466,0.7127503156661987,0.6685666441917419,0.6808621287345886,0.7104766964912415,0.694359540939331,0.6998147964477539,0.6905956864356995,,pl_m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13612906634807587,0.1450103372335434,0.20396138727664948,0.228123277425766,0.2909911274909973,0.3653189241886139,0.38451889157295227,0.40784841775894165,0.32680171728134155,0.2416553944349289,0.2170943170785904,0.24930855631828308,0.26428693532943726,0.27330535650253296,0.3149007260799408,0.3796941637992859,0.43256446719169617,0.5238255858421326,0.65547114610672,0.617917001247406,0.704732358455658,0.7809861898422241,0.8087170720100403,0.7440570592880249,0.5792579650878906,,pl_k
